order_id,order_date,region,product_category,sales_rep,customer_segment,units_sold,unit_price,discount_pct,satisfaction_score,revenue
S-100809,2025-02-02,Central, furniture,SAM PATEL,Government,97.0,$355.66,20%,3.87,27599.22
S-100810,2024-01-18,,electronics,,Enterprise,,$110.55,0%,3.89,
S-100811,2024-12-17,West ,Office Supplies,john lee,SMB,89.0,$346.37,0%,,30826.93
S-100812,2024-09-30,Central, furniture,john lee,Retail,45.0,$352.24,10%,3.23,14265.72
S-100813,2024-04-23,Central,Industrial,Lena Park,SMB,102.0,$313.11,20%,3.8,25549.78
S-100814,2024-11-07,Central,Office Supplies,Aisha Karimova,SMB,103.0,$181.54,,4.23,18698.62
S-100815,2024-11-30,EAST,Office Supplies,SAM PATEL,Government,114.0,$170.60,10%,4.22,2635486.1197566544
S-100816,2024-01-18,North,Office Supplies,SAM PATEL,SMB,54.0,$222.15,5%,4.74,11396.3
S-100817,2024-02-12,North,Electronics,Aisha Karimova,Retail,23.0,$129.92,5%,5.11,2838.75
S-100818,2024-09-23,EAST,Home Goods,Maria Gomez ,retail ,15.0,$158.26,10%,4.93,2136.51
S-100819,2025-02-03,EAST,Office Supplies,Maria Gomez ,Retail,20.0,$294.80,5%,4.6,5601.2
S-100820,2024-01-10, south,Electronics,john lee,SMB ,119.0,$295.19,10%,4.02,31614.85
S-100821,2024-09-23,EAST,,Lena Park,Retail,70.0,$150.79,20%,3.76,8444.24
S-100822,2024-02-24,EAST,Home Goods,Aisha Karimova,Retail,42.0,$297.47,5%,4.11,11869.05
S-100823,2024-09-17,Central,Home Goods,john lee,Retail,54.0,$278.62,5%,4.42,14293.21
S-100824,2024-09-06,North,Industrial,Lena Park,Government,21.0,$368.34,0%,4.55,7735.14
S-100825,2024-02-06, south,Industrial,Aisha Karimova,SMB,68.0,$288.38,5%,4.44,18629.35
S-100826,2024-09-29,Central, furniture,Lena Park,Enterprise,51.0,$329.98,15 %,4.03,14304.63
S-100827,2024-12-24,Central,electronics,Aisha Karimova,SMB,95.0,$280.55,5%,4.53,25319.64
S-100828,2024-12-11,,electronics,Maria Gomez ,Retail,3.0,$323.29,0%,4.79,969.87
S-100829,2024-01-12,Central, furniture,Aisha Karimova,Government,111.0,$130.60,0%,4.58,14496.6
S-100830,2024-04-08,Central, furniture,SAM PATEL,Retail,8.0,"1,950",0%,4.08,15600.0
S-100831,2024-04-06, south,Electronics,Lena Park,Retail,50.0,$236.69,10%,3.64,10651.05
S-100832,2024-06-30, south,electronics,Lena Park,Enterprise,41.0,$219.28,10%,3.63,8091.43
S-100833,2024-02-27, south,Home Goods,,Retail,86.0,$277.73,10%,3.73,21496.3
S-100834,2024-12-07,West ,Home Goods,SAM PATEL,Retail,79.0,$293.92,10%,4.24,20897.71
S-100835,2024-11-06,Central, furniture,Lena Park,Government,24.0,$273.34,0%,4.39,6560.16
S-100836,2024-11-19, south, furniture,Maria Gomez ,SMB,59.0,$224.96,10%,3.32,11945.38
S-100837,2024-03-20,EAST,Office Supplies,Lena Park,retail ,64.0,$177.46,0%,,11357.44
S-100838,2024-01-06, south,electronics,SAM PATEL,SMB,56.0,$333.26,20%,4.23,14930.05
S-100839,2024-12-30,North,Industrial,Lena Park,Government,3.0,$269.73,0%,3.61,809.19
S-100840,2024-04-25,North,Industrial,john lee,Retail,22.0,$153.42,5%,4.34,3206.48
S-100841,2024-09-19,North,Industrial,Maria Gomez ,Retail,60.0,$223.54,0%,3.93,13412.4
S-100842,2024-12-29,Central,Industrial,SAM PATEL,Enterprise,31.0,$91.82,15 %,3.7,2419.46
S-100843,2024-01-15, south,,john lee,Enterprise,65.0,$243.01,0%,4.13,15795.65
S-100844,2024-01-03,Central,Office Supplies,john lee,,20.0,$223.14,20%,4.32,3570.24
S-100845,2024-01-03,West ,Electronics,,SMB,88.0,$191.17,0%,3.63,16822.96
S-100846,2024-03-03,North,Electronics,Maria Gomez ,Retail,23.0,$374.69,15 %,3.97,7325.19
S-100847,2024-01-21,North,Office Supplies,Aisha Karimova,SMB,78.0,$141.73,10%,4.36,9949.45
S-100848,2024-11-23,Central, furniture,john lee,Enterprise,100.0,$300.04,5%,3.68,28503.8
S-100849,2024-08-30, south,Electronics,Maria Gomez ,Retail,43.0,$425.87,5%,3.19,17396.79
S-100850,2025-01-27,Central,Industrial,SAM PATEL,SMB,17.0,$331.57,5%,3.25,
S-100851,2024-11-16,North,Electronics,Lena Park,Retail,1.0,$237.32,15 %,3.87,201.72
S-100852,2025-01-20,West ,Industrial,,Government,43.0,$143.60,20%,3.37,4939.84
S-100853,2024-04-05,Central,Home Goods,SAM PATEL,Government,14.0,$124.22,0%,3.91,1739.08
S-100854,2024-04-25, south,electronics,SAM PATEL,SMB,105.0,$205.02,5%,,20450.75
S-100855,2024-12-05, south,Home Goods,john lee,,116.0,$181.60,5%,3.34,20012.32
S-100856,2024-04-07,, furniture,Lena Park,,117.0,$178.84,0%,3.94,20924.28
S-100857,2024-01-23, south,electronics,john lee,Retail,110.0,$212.26,10%,5.27,21013.74
S-100858,2024-09-24,EAST,Electronics,Aisha Karimova,SMB,70.0,$231.31,5%,4.32,15382.12
S-100859,2024-11-16,EAST,Industrial,,Enterprise,39.0,$281.24,5%,3.9,10419.94
S-100860,2025-01-22, south, furniture,Lena Park,Retail,54.0,$134.79,20%,4.01,5822.93
S-100861,2025-01-06,Central, furniture,john lee,SMB,31.0,$182.01,15 %,4.34,4795.96
S-100862,2024-02-18,Central,Home Goods,SAM PATEL,retail ,100.0,$226.43,15 %,5.03,19246.55
S-100863,2024-11-04, south,electronics,Maria Gomez ,SMB ,52.0,$223.38,0%,3.81,11615.76
S-100864,2024-12-04,Central,Office Supplies,john lee,SMB,46.0,$396.10,20%,3.68,14576.48
S-100865,2024-10-06,North,electronics,john lee,Government,,$259.74,10%,3.34,
S-100866,2024-11-23,North,Electronics,Aisha Karimova,SMB,45.0,$102.84,10%,4.16,4165.02
S-100867,2024-12-01,EAST,Home Goods,Maria Gomez ,Retail,43.0,"$1,299.99",0%,3.33,55899.57
S-100868,2024-06-27,, furniture,Maria Gomez ,Government,28.0,$286.38,20%,3.84,6414.91
S-100869,2024-01-17,North, furniture,Maria Gomez ,Retail,9.0,$229.36,10%,3.6,1857.82
S-100870,2024-07-01,North,Electronics,john lee,Retail,5.0,$136.86,15 %,4.69,581.66
S-100871,2024-03-21,EAST, furniture,Lena Park,SMB,48.0,$389.43,10%,3.82,16823.38
S-100872,2024-02-15,Central, furniture,SAM PATEL,Enterprise,119.0,$149.06,15 %,4.32,15077.42
S-100873,2024-02-19,North,Office Supplies,Lena Park,SMB,32.0,$296.17,15 %,3.22,8055.82
S-100874,2024-10-05, south,Electronics,Aisha Karimova,Retail,77.0,$257.00,20%,4.17,15831.2
S-100875,2024-07-20,West ,Electronics,SAM PATEL,retail ,39.0,$291.07,5%,3.44,10784.14
S-100876,2024-08-03, south,electronics,Lena Park,retail ,37.0,$385.08,5%,3.87,13535.56
S-100877,2024-10-25,North,Electronics,john lee,Retail,20.0,$287.74,15 %,5.32,1927020.583697323
S-100878,2024-08-07,North,Home Goods,Aisha Karimova,SMB,68.0,$192.51,10%,4.61,11781.61
S-100879,2024-09-09,EAST,Industrial,john lee,Retail,79.0,$334.01,10%,4.03,23748.11
S-100880,2024-02-04,EAST,Office Supplies,john lee,retail ,42.0,$186.36,15 %,5.86,6653.05
S-100881,2024-12-06,Central,Industrial,Maria Gomez ,Enterprise,63.0,$253.90,10%,3.6,14396.13
S-100882,2024-06-28,West ,Electronics,john lee,Government,57.0,$130.09,15 %,4.74,6302.86
S-100883,2024-03-03,West ,Electronics,john lee,retail ,33.0,$152.17,5%,3.26,4770.53
S-100884,2024-11-21,,Home Goods,SAM PATEL,SMB,83.0,$244.37,20%,3.97,16226.17
S-100885,2024-10-20,EAST,Home Goods,Aisha Karimova,retail ,66.0,$271.29,0%,3.36,17905.14
S-100886,2024-01-22, south,Industrial,john lee,SMB ,8.0,$95.30,10%,4.24,686.16
S-100887,2024-03-18,Central,Electronics,SAM PATEL,Retail,59.0,$282.27,20%,4.13,13323.14
S-100888,2024-01-07, south,Home Goods,Aisha Karimova,Retail,47.0,$170.35,5%,3.93,7606.13
S-100889,2024-04-18,West ,Office Supplies,john lee,SMB,95.0,$348.77,5%,4.7,31476.49
S-100890,2024-02-09,West , furniture,john lee,Retail,37.0,$210.08,5%,3.79,7384.31
S-100891,2024-10-10,North,Electronics,Aisha Karimova,Retail,114.0,$144.49,10%,4.28,14824.67
S-100892,2024-07-28,EAST,,Maria Gomez ,Retail,74.0,$246.44,5%,4.55,17324.73
S-100893,2025-01-27,North,Electronics,Aisha Karimova,Enterprise,16.0,$162.12,0%,3.28,2593.92
S-100894,2024-10-26,North,Industrial,john lee,Enterprise,49.0,$347.86,20%,3.69,13636.11
S-100895,2024-09-01,EAST,electronics,,Enterprise,106.0,$240.05,5%,4.13,24173.04
S-100896,2024-07-22, south,Home Goods,Lena Park,Government,31.0,$227.11,10%,4.45,6336.37
S-100897,2024/08/03,Central,Home Goods,john lee,SMB,84.0,$290.30,10%,4.88,21946.68
S-100898,2024-01-29,Central,Industrial,john lee,SMB ,94.0,$154.58,0%,3.98,14530.52
S-100899,2024-09-03,Central,Electronics,Maria Gomez ,Government,83.0,$130.42,0%,3.93,10824.86
S-100900,2024-01-02, south,Electronics,Lena Park,Government,11.0,$274.71,,3.62,
S-100901,2024-01-17, south,electronics,Lena Park,Government,45.0,$146.53,10%,4.28,5934.46
S-100902,2024-03-28, south, furniture,Aisha Karimova,SMB,42.0,$146.50,0%,3.94,6153.0
S-100903,2024-12-19,North,Electronics,Aisha Karimova,retail ,,$311.12,15 %,3.95,0.0
S-100904,2024-07-02,Central,Electronics,Maria Gomez ,SMB,105.0,$45.00 ,10%,4.05,4252.5
S-100905,2024-10-10, south, furniture,Lena Park,Retail,1.0,$133.42,0%,4.4,133.42
S-100906,2024-06-13, south,Electronics,Lena Park,SMB,65.0,$187.37,10%,3.79,10961.14
S-100907,2024-03-10,Central,Electronics,Aisha Karimova,Retail,117.0,$163.18,10%,3.68,17182.85
S-100908,2024-05-28, south,Industrial,Maria Gomez ,Retail,105.0,$390.99,5%,4.34,39001.25
S-100909,2024-02-06,North, furniture,Aisha Karimova,SMB ,73.0,$317.01,20%,2.44,18513.38
S-100910,2024-11-04,North,,SAM PATEL,Enterprise,119.0,$204.23,5%,3.77,23088.2
S-100911,2024-03-14,West ,,Lena Park,Enterprise,48.0,$288.98,5%,3.47,13177.49
S-100912,2024-05-30,Central,Electronics,Maria Gomez ,SMB,73.0,$124.72,5%,4.76,8649.33
S-100913,,North,Home Goods,Aisha Karimova,Enterprise,,$182.83,15 %,3.86,0.0
S-100914,2024-08-24,Central,electronics,Maria Gomez ,Government,6.0,$248.91,15 %,3.79,1269.44
S-100915,2024-07-02,Central,Home Goods,Maria Gomez ,Enterprise,5.0,$278.44,20%,4.07,1113.76
S-100916,2024-08-05,Central,Electronics,Lena Park,Enterprise,107.0,$231.72,5%,3.77,23554.34
S-100917,2024-11-09, south,Electronics,john lee,SMB,21.0,$261.08,15 %,3.88,4660.28
S-100918,2024-04-11,North,Electronics,Lena Park,SMB,43.0,$246.66,10%,4.15,9545.74
S-100919,2024-09-11,Central,electronics,john lee,Enterprise,75.0,$226.10,5%,3.87,16109.62
S-100920,2024-12-15, south,,Aisha Karimova,,69.0,$214.83,0%,3.86,14823.27
S-100921,2024-08-16,West ,Home Goods,john lee,SMB,62.0,$203.77,15 %,3.54,10738.68
S-100922,2024-06-27,West ,Home Goods,Aisha Karimova,SMB,117.0,$259.71,5%,3.47,28866.77
S-100923,2024-02-28,North,,john lee,SMB,94.0,$274.92,10%,4.13,23258.23
S-100924,2024-04-09,Central,Home Goods,SAM PATEL,SMB,113.0,$256.86,10%,4.27,26122.66
S-100925,2025-01-13,Central,Electronics,Aisha Karimova,,79.0,$139.82,0%,3.31,11045.78
S-100926,2024-08-04,West ,Industrial,Aisha Karimova,Enterprise,117.0,$155.09,,4.52,18145.53
S-100927,2024-04-30,EAST,Office Supplies,Aisha Karimova,SMB,72.0,$273.90,15 %,4.52,16762.68
S-100928,2024-06-16,Central,Electronics,Aisha Karimova,SMB,65.0,$365.09,10%,4.64,
S-100929,2024-08-19,EAST,Office Supplies,Lena Park,SMB,98.0,$252.96,10%,4.26,22311.07
S-100930,2024-08-03,West ,Industrial,Lena Park,Retail,,$205.01,10%,4.45,0.0
S-100931,2024-10-06,Central, furniture,Aisha Karimova,SMB,679.0,$259.07,15 %,5.3,149522.25
S-100932,2024-04-12,West ,Office Supplies,Lena Park,Government,,$143.37,0%,3.93,0.0
S-100933,2024-09-16, south,Electronics,SAM PATEL,Enterprise,83.0,$351.26,5%,3.52,27696.85
S-100934,2024-06-26,North,Electronics,,Retail,107.0,$255.86,5%,3.26,26008.17
S-100935,2025-01-11, south,Electronics,john lee,Government,86.0,$183.10,10%,5.07,14171.94
S-100936,2024-03-04,EAST,Home Goods,john lee,Enterprise,111.0,$225.82,10%,5.07,22559.42
S-100937,2024-02-29,EAST,Industrial,Maria Gomez ,retail ,33.0,$195.20,0%,3.59,6441.6
S-100938,2024-07-03,EAST,Electronics,Lena Park,Enterprise,,$351.49,,3.7,0.0
S-100939,2024-07-22, south, furniture,SAM PATEL,Enterprise,24.0,$222.81,0%,3.92,5347.44
S-100940,2024-10-03,Central,Electronics,Maria Gomez ,Government,31.0,$253.21,0%,4.77,7849.51
S-100941,2024-06-10,Central,Electronics,john lee,Retail,26.0,$288.77,5%,,7132.62
S-100942,2024-12-31, south,electronics,SAM PATEL,Retail,53.0,$177.03,10%,3.02,8444.33
S-100943,2024-07-08,West ,Home Goods,Lena Park,SMB,24.0,$256.47,0%,5.29,6155.28
S-100944,2024-02-21,West ,electronics,Maria Gomez ,Retail,19.0,$263.33,10%,4.27,
S-100945,2024-02-17,EAST,Office Supplies,SAM PATEL,SMB,63.0,$107.90,15 %,4.35,5778.04
S-100946,2025-01-24,North,electronics,Maria Gomez ,Government,95.0,$261.48,0%,3.99,24840.6
S-100947,2024-02-23,Central,Electronics,Maria Gomez ,Retail,17.0,$236.11,,4.36,4013.87
S-100948,2025-01-14,,Electronics,Maria Gomez ,SMB,61.0,$251.05,5%,3.27,
S-100949,2024-04-21,West ,Industrial,Lena Park,,79.0,,10%,3.64,0.0
S-100950,2024-02-07,Central,Home Goods,,SMB,84.0,$262.03,0%,4.16,22010.52
S-100951,2024-05-01,,Industrial,Maria Gomez ,SMB,13.0,$353.67,15 %,,3908.05
S-100952,2024-09-02, south,Industrial,john lee,SMB,88.0,$139.74,20%,3.93,9837.7
S-100953,2024-06-20,West ,electronics,john lee,Retail,4.0,$210.92,0%,3.9,843.68
S-100954,2024-11-10,EAST,Industrial,Aisha Karimova,Retail,29.0,$296.66,0%,3.93,8603.14
S-100955,2024-09-01,,Office Supplies,john lee,Enterprise,38.0,$280.88,5%,3.8,10139.77
S-100956,2024-06-09,North,Electronics,Aisha Karimova,SMB,102.0,$279.05,0%,,28463.1
S-100957,2024-09-10,EAST,Electronics,Maria Gomez ,retail ,23.0,$474.05,,3.1,10903.15
S-100958,2025-01-23,Central,Electronics,Aisha Karimova,Retail,94.0,$292.20,10%,4.18,24720.12
S-100959,2024-06-13, south,Electronics,john lee,Government,118.0,$336.13,10%,3.93,35697.01
S-100960,2024-03-02,Central, furniture,Lena Park,Retail,115.0,$213.90,,3.34,24598.5
S-100961,2024-06-12, south,Home Goods,john lee,Government,,$155.60,20%,4.13,0.0
S-100962,2024-12-02,,Home Goods,SAM PATEL,SMB,12.0,$213.28,15 %,3.94,2175.46
S-100963,2024-03-28,Central,electronics,Lena Park,Enterprise,27.0,$300.52,5%,3.85,7708.34
S-100964,2025-01-14, south,Electronics,Maria Gomez ,retail ,92.0,$274.58,5%,2.91,23998.29
S-100965,,Central,Home Goods,Aisha Karimova,Retail,24.0,$274.28,5%,4.48,6253.58
S-100966,2024-08-28, south, furniture,john lee,SMB,77.0,$221.78,5%,3.42,16223.21
S-100967,2024-05-06,West ,Electronics,SAM PATEL,Enterprise,45.0,$208.23,5%,4.13,8901.83
S-100968,2025-01-03,West , furniture,Maria Gomez ,Retail,92.0,$224.71,0%,3.66,20673.32
S-100969,2024-01-15,Central, furniture,Aisha Karimova,SMB,73.0,"$1,299.99",5%,3.89,90154.31
S-100970,2024-04-29,North, furniture,Maria Gomez ,SMB,70.0,$311.46,5%,4.73,20712.09
S-100971,2024-06-16, south,Home Goods,Maria Gomez ,Retail,94.0,$154.47,5%,4.39,13794.17
S-100972,2024-07-09,West ,Home Goods,john lee,Enterprise,114.0,$304.80,0%,4.72,34747.2
S-100973,2024-07-08,EAST,Home Goods,SAM PATEL,Retail,44.0,$184.69,5%,4.28,
S-100974,2024-02-29,EAST,Electronics,Aisha Karimova,SMB,63.0,$279.86,10%,4.32,15868.06
S-100975,2024-03-31,North,Home Goods,john lee,Retail,75.0,$223.68,15 %,3.12,14259.6
S-100976,2024-02-08, south,Home Goods,Lena Park,SMB,98.0,$373.09,15 %,3.93,31078.4
S-100977,2024-08-16,Central,Electronics,john lee,retail ,58.0,$204.46,5%,3.98,11265.75
S-100978,2024-05-20,North,electronics,SAM PATEL,SMB,45.0, 85 ,0%,4.77,3825.0
S-100979,2024-08-14, south,Office Supplies,Maria Gomez ,SMB,101.0,$291.56,5%,3.82,27975.18
S-100980,2024-08-23,Central,Office Supplies,john lee,SMB ,114.0,$165.71,0%,4.25,18890.94
S-100981,2024-10-07,North,Electronics,Lena Park,SMB,68.0,$233.81,5%,4.22,15104.13
S-100982,2024-08-06,West ,Office Supplies,john lee,Government,13.0,$217.34,,4.74,2825.42
S-100983,2024-09-16, south,Electronics,john lee,Retail,35.0,$196.33,5%,4.03,6527.97
S-100984,2024-08-22,Central,Electronics,Lena Park,SMB,56.0,$202.62,5%,4.56,10779.38
S-100985,2024-09-17,West ,Electronics,SAM PATEL,Retail,84.0,$334.52,15 %,3.16,23884.73
S-100986,2024-09-03,Central,Industrial,SAM PATEL,SMB,80.0,$189.12,10%,3.21,13616.64
S-100987,2024/08/03,North, furniture,Aisha Karimova,Enterprise,98.0,$288.14,0%,2.84,28237.72
S-100988,2024-04-08,EAST, furniture,Aisha Karimova,Government,4.0,$266.74,0%,4.53,1066.96
S-100989,2024-11-10,Central, furniture,SAM PATEL,Enterprise,56.0,$121.26,20%,4.47,5432.45
S-100990,2024-05-17, south,Industrial,john lee,Enterprise,84.0,$284.13,0%,4.59,23866.92
S-100991,2024-08-07, south,electronics,john lee,Retail,118.0,$119.85,10%,3.73,12728.07
S-100992,2024-03-19,North,Industrial,Lena Park,Retail,17.0,$293.39,15 %,3.79,4239.49
S-100993,2024-06-21,Central, furniture,john lee,Government,105.0,$196.89,5%,4.03,19639.78
S-100994,2024-07-30,West ,Electronics,Aisha Karimova,Retail,1.0,$240.71,15 %,4.89,204.6
S-100995,2024-09-07,West ,electronics,Aisha Karimova,Retail,24.0,$129.99,0%,5.03,3119.76
S-100996,2024-07-29,West , furniture,Maria Gomez ,SMB ,101.0,$250.40,5%,4.54,24025.88
S-100997,2024-05-24,EAST,Home Goods,SAM PATEL,,94.0,$318.79,5%,4.28,28467.95
S-100998,2025-01-19,EAST,Industrial,Lena Park,Enterprise,116.0,$171.41,,4.83,19883.56
S-100999,2024-07-24,EAST,Office Supplies,Aisha Karimova,SMB,72.0,$188.39,5%,3.96,12885.88
S-101000,2024-11-19,West ,,Aisha Karimova,Government,,$278.64,0%,3.88,0.0
S-101001,2024-10-21,North,electronics,Maria Gomez ,Retail,64.0,$280.77,20%,4.03,
S-101002,2024-08-11,Central, furniture,john lee,SMB,,$33.09,0%,3.56,0.0
S-101003,2024-12-20,Central,Office Supplies,Maria Gomez ,SMB,62.0,$411.31,20%,4.0,20400.98
S-101004,2024-02-21, south,Electronics,Lena Park,SMB ,35.0,$284.93,10%,3.49,8975.3
S-101005,2025-01-03,EAST,Home Goods,Maria Gomez ,SMB ,102.0,$299.24,10%,4.66,27470.23
S-101006,2024-12-06,North,Electronics,Maria Gomez ,Enterprise,43.0,$227.80,15 %,4.4,8326.09
S-101007,2024-07-20,, furniture,,Retail,73.0,$82.29,15 %,,5106.09
S-101008,2024-10-20,Central,electronics,Aisha Karimova,SMB,80.0,$297.35,0%,3.2,23788.0
S-101009,2024-07-27,Central,Electronics,Lena Park,retail ,64.0,$191.96,,5.15,12285.44
S-101010,2024-04-17, south,Electronics,Maria Gomez ,Government,73.0,$286.23,20%,3.24,16715.83
S-101011,2024-11-15,North,Home Goods,Maria Gomez ,Retail,6.0,$221.40,20%,3.44,1062.72
S-101012,2024-04-08,North,Electronics,Lena Park,Retail,38.0,$260.23,10%,3.76,8899.87
S-101013,2024-05-05,North,Office Supplies,Maria Gomez ,Enterprise,54.0,$174.13,10%,4.82,8462.72
S-101014,2024-07-26,North, furniture,Maria Gomez ,SMB,47.0,$313.47,10%,4.22,13259.78
S-101015,2024-11-30,North, furniture,john lee,Government,109.0,$138.99,0%,3.97,15149.91
S-101016,2024-06-02,,Electronics,SAM PATEL,Retail,107.0,$430.87,10%,3.66,41492.78
S-101017,2024-07-16,North,Home Goods,Maria Gomez ,Government,85.0,$430.23,10%,3.34,32912.6
S-101018,2024-01-17,North,Industrial,john lee,Retail,42.0,$378.78,10%,4.72,14317.88
S-101019,2024-02-16,Central,Electronics,SAM PATEL,Retail,7.0,$348.42,5%,4.54,2316.99
S-101020,2024-01-23,EAST,Industrial,SAM PATEL,SMB,90.0,$232.81,10%,4.84,18857.61
S-101021,2024/08/03,Central,electronics,Maria Gomez ,Retail,,$339.16,10%,4.32,0.0
S-101022,2024-12-13,West ,electronics,Aisha Karimova,Enterprise,59.0,$231.82,5%,2.65,12993.51
S-101023,2024-12-02,Central,Home Goods,Maria Gomez ,Retail,99.0,$107.95,,3.42,10687.05
S-101024,2024-11-24,West ,Home Goods,Aisha Karimova,Retail,111.0,$367.77,15 %,4.36,34699.1
S-101025,2024-01-23,EAST,Home Goods,Aisha Karimova,Government,66.0,$335.95,0%,3.9,22172.7
S-101026,2024-02-01,West ,Office Supplies,Maria Gomez ,Retail,25.0, 85 ,0%,3.79,2125.0
S-101027,2024-04-22,EAST,Office Supplies,Aisha Karimova,Enterprise,3.0,$135.86,15 %,3.49,346.44
S-101028,2024-08-14, south, furniture,john lee,Government,91.0,$190.17,5%,4.62,16440.2
S-101029,2024-05-13,EAST,Electronics,SAM PATEL,Retail,67.0,$85.20,20%,4.35,4566.72
S-101030,2024-07-14,North,Home Goods,john lee,Government,19.0,$320.33,0%,4.38,6086.27
S-101031,2024-03-10,Central,Electronics,,retail ,7.0,$103.72,0%,3.75,726.04
S-101032,2024-10-19, south, furniture,Lena Park,SMB,116.0,$264.38,5%,4.2,29134.68
S-101033,2024-05-05,North,Electronics,SAM PATEL,Retail,39.0,$168.29,15 %,3.36,5578.81
S-101034,2024-01-27, south,Electronics,,Government,39.0,$118.73,,4.03,4630.47
S-101035,2024-10-24,Central,electronics,Lena Park,Enterprise,75.0,$260.26,20%,2.71,15615.6
S-101036,2024-12-27, south,electronics,john lee,SMB,44.0,$211.63,10%,3.24,8380.55
S-101037,2024-01-06,West ,Office Supplies,SAM PATEL,,109.0,$311.25,15 %,3.92,28837.31
S-101038,2024-06-23,Central,Electronics,Aisha Karimova,SMB,82.0,$132.25,0%,5.41,10844.5
S-101039,2024-11-26,North,Office Supplies,SAM PATEL,Government,,$175.63,10%,3.11,0.0
S-101040,2024-10-09,Central, furniture,Maria Gomez ,Enterprise,,$37.05,20%,3.42,0.0
S-101041,2024-12-08, south,Home Goods,Aisha Karimova,SMB ,103.0,$54.33,5%,4.22,5316.19
S-101042,,North,electronics,john lee,SMB ,71.0,$392.85,,5.07,27892.35
S-101043,2024-05-28,West ,Office Supplies,Lena Park,,110.0,$417.11,5%,4.21,43588.0
S-101044,2024-10-10,Central,Office Supplies,john lee,Retail,42.0,$247.88,0%,4.49,10410.96
S-101045,2024-03-02, south,,Aisha Karimova,Government,3.0,$169.97,10%,3.91,458.92
S-101046,2024-04-05,EAST,Home Goods,Aisha Karimova,Government,107.0,$214.63,20%,3.82,18372.33
S-101047,2024-08-28, south,Office Supplies,Maria Gomez ,Enterprise,29.0,$314.25,5%,4.15,8657.59
S-101048,2024-09-24,EAST,Office Supplies,Lena Park,retail ,661.0,$196.28,15 %,3.74,110279.92
S-101049,2024-02-17,West ,Electronics,SAM PATEL,,85.0,$260.20,0%,4.5,22117.0
S-101050,2024-07-22,West ,Industrial,Maria Gomez ,Retail,28.0,$238.92,15 %,3.22,5686.3
S-101051,2024-05-25,West , furniture,john lee,SMB,,$191.65,10%,4.59,0.0
S-101052,03/15/2024,North, furniture,Aisha Karimova,SMB,10.0,$195.27,0%,4.12,1952.7
S-101053,2025-01-18,West ,,Maria Gomez ,Retail,47.0,$264.93,15 %,,10583.95
S-101054,2024-01-31,West ,Home Goods,Lena Park,Government,43.0,$156.96,15 %,3.2,5736.89
S-101055,2025-02-02,West ,Electronics,SAM PATEL,Retail,79.0,$278.40,10%,3.56,19794.24
S-101056,2024-06-28,North,Electronics,Maria Gomez ,Enterprise,64.0,$199.92,5%,4.76,12155.14
S-101057,2024-11-04,EAST,Electronics,SAM PATEL,Government,73.0,$250.83,0%,,18310.59
S-101058,2024-06-18, south,electronics,Maria Gomez ,SMB,57.0,$357.64,,4.25,20385.48
S-101059,2024-05-04,North,Electronics,Maria Gomez ,Enterprise,89.0,$225.70,10%,,18078.57
S-101060,2024-11-04, south,Industrial,Maria Gomez ,Retail,20.0,$318.18,15 %,4.08,5409.06
S-101061,2024-10-02,EAST,Industrial,SAM PATEL,Government,86.0,$87.68,15 %,3.35,6409.41
S-101062,2024-02-27,West ,electronics,Maria Gomez ,SMB ,6.0,$200.02,15 %,4.15,1020.1
S-101063,2024-10-09, south,electronics,Lena Park,Retail,11.0,$242.35,0%,4.3,2665.85
S-101064,2024-10-28,Central, furniture,Maria Gomez ,Enterprise,87.0,$403.48,10%,4.28,31592.48
S-101065,2024-06-04,EAST,Electronics,Aisha Karimova,SMB,19.0,$73.40,10%,3.6,1255.14
S-101066,2025-01-05,Central,Home Goods,john lee,SMB,92.0,$231.82,0%,3.91,21327.44
S-101067,2024/08/03,EAST,Electronics,Maria Gomez ,Enterprise,16.0,$363.82,0%,4.4,5821.12
S-101068,2024-05-13,EAST,Electronics,Maria Gomez ,SMB,18.0,$173.27,10%,3.98,2806.97
S-101069,2024-01-05,West , furniture,Maria Gomez ,Enterprise,111.0,$221.91,20%,3.94,
S-101070,2024-09-26,Central,Electronics,SAM PATEL,Retail,22.0,$268.20,10%,5.15,5310.36
S-101071,2024-03-24,EAST,Office Supplies,john lee,SMB,109.0,"1,950",0%,,212550.0
S-101072,2024-10-29,EAST,Home Goods,SAM PATEL,Government,42.0,$373.09,,4.69,15669.78
S-101073,,West ,Home Goods,SAM PATEL,Retail,386.0,$278.12,0%,3.46,107354.32
S-101074,2024-07-05,West ,electronics,Maria Gomez ,Enterprise,112.0,$352.86,5%,4.46,37544.3
S-101075,2024-03-06,North,Industrial,Maria Gomez ,Retail,14.0,$209.40,,4.49,2931.6
S-101076,2024-10-11,EAST,Office Supplies,Aisha Karimova,Government,40.0,$177.06,15 %,3.82,6020.04
S-101077,,EAST,Industrial,Maria Gomez ,Enterprise,69.0,$220.81,20%,3.43,12188.71
S-101078,2024-06-16,Central,Office Supplies,Lena Park,SMB,103.0,$141.48,15 %,3.02,12386.57
S-101079,2024-11-30,EAST, furniture,Lena Park,retail ,23.0,$281.10,10%,3.76,5818.77
S-101080,2025-01-03,EAST,Industrial,SAM PATEL,SMB,23.0,$207.20,5%,4.39,4527.32
